epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,lr_backbone,lr_head,epoch_time_sec,throughput_reads_per_sec,gpu_allocated_gb,gpu_util_pct,ram_rss_gb,timestamp
1,2.3271311079157755,0.4165885179627944,0.355541019349614,2.0034562677993772,0.470898,0.4255428247314591,1.9999999999999998e-05,0.0003333333333333333,978.9,4596.8,0.54,0.0,5.74,2026-04-24T16:26:09.936524
2,1.9927130560918884,0.473664257168051,0.429162452317814,1.8671879068603516,0.500236,0.46219845702628876,2.997722274649974e-05,0.000499620379108329,978.7,4597.8,0.54,0.0,5.81,2026-04-24T16:42:29.880885
3,1.8946479687661981,0.49479107406986006,0.4548853321588756,1.8067540477218629,0.514118,0.47805312702107416,2.9795419551040836e-05,0.0004965903258506806,979.5,4594.2,0.54,0.0,5.85,2026-04-24T16:58:50.540600
4,1.842145467390446,0.5063916010069405,0.46896167443347436,1.7849801489105224,0.522516,0.4909919929422744,2.9434020004638757e-05,0.0004905670000773126,986.9,4560.0,0.54,0.0,5.87,2026-04-24T17:15:18.512072
5,1.8091271094446337,0.5141632118272841,0.4781953977722689,1.7422009477157592,0.530578,0.5011852538295821,2.8897411008222026e-05,0.0004816235168037004,985.9,4564.4,0.54,0.0,5.89,2026-04-24T17:31:45.555751
6,1.7849887767631807,0.5192888038314939,0.48439785177595396,1.7239988506774901,0.533836,0.5059837110872227,2.8192106268097336e-05,0.00046986843780162223,984.4,4571.1,0.54,0.0,5.91,2026-04-24T17:48:11.176843
7,1.7655552949483844,0.523901058851974,0.4899227692450322,1.701437583831787,0.539382,0.5075616613406551,2.7326667228378677e-05,0.00045544445380631127,985.5,4566.0,0.54,0.0,5.93,2026-04-24T18:04:37.909853
8,1.7496225619047545,0.5274595286010922,0.49419783165919334,1.6982659922790528,0.541574,0.511264346185441,2.6311599146653446e-05,0.0004385266524442241,985.9,4564.3,0.54,0.0,5.94,2026-04-24T18:21:05.009716
9,1.7366646368941128,0.5304168829645011,0.49772693849626815,1.6712741564559936,0.546014,0.5183592978237718,2.5159223574386117e-05,0.0004193203929064353,985.8,4564.9,0.54,0.0,5.95,2026-04-24T18:37:31.975336
10,1.7243753094113798,0.5330557906189555,0.5008780035998778,1.672684430557251,0.54627,0.5194291498400326,2.3883528789974703e-05,0.000398058813166245,986.9,4559.8,0.54,0.0,5.97,2026-04-24T18:54:00.042197
11,1.7137078156594951,0.5359615890601889,0.5042731463382265,1.6517425242843629,0.550898,0.5242165102726755,2.25e-05,0.000375,988.3,4553.2,0.54,0.0,5.98,2026-04-24T19:10:29.535517
12,1.7044868714330086,0.5380264926328365,0.5067297353712238,1.643437444732666,0.552956,0.5263311904665534,2.1025431369794546e-05,0.0003504238561632424,986.4,4562.1,0.54,0.0,5.99,2026-04-24T19:26:57.282792
13,1.6951656143933056,0.5398242831949027,0.5088524015717159,1.634038954231262,0.555032,0.5267971448123242,1.9477722165025422e-05,0.00032462870275042365,985.3,4566.9,0.54,0.0,6.0,2026-04-24T19:43:23.802039
14,1.6868468793616629,0.5420909659802026,0.5114834542251031,1.6278251151657104,0.556856,0.5309914736462266,1.7875659478856077e-05,0.0002979276579809346,986.4,4561.9,0.54,0.0,6.0,2026-04-24T19:59:51.381418
15,1.679005198462965,0.5440367575947207,0.5137188911403194,1.6172118055648803,0.558378,0.5313093833945839,1.623869018208499e-05,0.00027064483636808314,985.8,4565.0,0.54,0.0,6.01,2026-04-24T20:16:18.301126
16,1.6706781981951386,0.5458863263027648,0.5158857788357848,1.6165902774810792,0.559206,0.5305322395058554,1.4586684864477572e-05,0.00024311141440795954,986.2,4562.7,0.54,0.0,6.02,2026-04-24T20:32:46.015859
17,1.663393857590587,0.5474870043520309,0.5177563944994907,1.6052757901916503,0.562076,0.5354852383797458,1.2939696632723877e-05,0.00021566161054539795,986.3,4562.6,0.54,0.0,6.02,2026-04-24T20:49:13.463848
18,1.656509046797894,0.5490363487029241,0.5195769053040167,1.5992709173812867,0.56308,0.5386776543789578,1.1317717692888014e-05,0.00018862862821480023,985.7,4565.3,0.54,0.0,6.02,2026-04-24T21:05:40.338979
19,1.649070100106671,0.5505868041728297,0.5214534518501329,1.5894243867111206,0.565578,0.539730353057161,9.740436672108686e-06,0.00016234061120181143,983.9,4573.9,0.54,0.0,6.03,2026-04-24T21:22:05.400860
20,1.6424047450303678,0.5523917058965753,0.523456829523206,1.591472759880066,0.565478,0.5410440798811906,8.226999625336663e-06,0.00013711666042227772,986.3,4562.7,0.54,0.0,6.03,2026-04-24T21:38:33.026801
21,1.6367069021103013,0.5537361599015815,0.5250568977715441,1.58357466381073,0.56735,0.54196604973631,6.795777628163599e-06,0.00011326296046939332,986.6,4561.2,0.54,0.0,6.04,2026-04-24T21:55:00.437399
22,1.6301137387908513,0.5549750576004095,0.5264728668282761,1.5779784957199097,0.568434,0.5434976089523081,5.464143776850483e-06,9.106906294750805e-05,986.7,4560.6,0.54,0.0,6.04,2026-04-24T22:11:28.460317
23,1.6250596042853436,0.5563319561383547,0.5281260518084808,1.5721998208236694,0.56968,0.5447774293622442,4.248262302473233e-06,7.080437170788723e-05,989.0,4550.2,0.54,0.0,6.04,2026-04-24T22:27:58.619792
24,1.6201788367014152,0.5576397432159518,0.5295807105501813,1.5708174657974243,0.57016,0.5455845166323154,3.162892359054098e-06,5.271487265090164e-05,989.7,4547.0,0.54,0.0,6.04,2026-04-24T22:44:29.457770
25,1.6157990609816906,0.5586279724655819,0.5307585706537448,1.5658404260940553,0.571658,0.5479263895056936,2.221208867425096e-06,3.7020147790418265e-05,988.1,4554.1,0.54,0.0,6.04,2026-04-24T23:00:58.703648
26,1.6110327310944081,0.559715091307316,0.5319749776761716,1.562971512702942,0.57187,0.5481537394578483,1.4346425895363385e-06,2.3910709825605642e-05,989.7,4546.6,0.54,0.0,6.04,2026-04-24T23:17:29.577606
27,1.6085474545847964,0.5603439846683355,0.5327075594979299,1.5586429509353639,0.57297,0.5488013119654565,8.127413744904805e-07,1.354568957484134e-05,988.7,4551.6,0.54,0.0,6.04,2026-04-24T23:33:59.378418
28,1.6061809834244172,0.5608782106894983,0.5333636562825836,1.558760028465271,0.573286,0.5494450444320842,3.630542605884657e-07,6.050904343141095e-06,986.7,4560.7,0.54,0.0,6.05,2026-04-24T23:50:27.385067
29,1.6044808356668887,0.5612215464643304,0.533769545440308,1.5573715663833618,0.573496,0.5495133900013639,9.103984023075773e-08,1.517330670512629e-06,987.8,4555.7,0.54,0.0,6.05,2026-04-25T00:06:56.319026
30,1.6038713706463374,0.56156643780578,0.5340108703552282,1.5576870484313965,0.573414,0.549391572858262,0.0,0.0,987.5,4556.9,0.54,0.0,6.05,2026-04-25T00:23:24.950479
